cell_id,inspected_at,line,shift,open_voltage_V,capacity_mAh,internal_resistance_mOhm,thickness_mm,weight_g,charge_time_min,chamber_temp_C,chamber_humidity_pct,inspector,result
CELL-02333,2026-06-06 14:53,A라인,주간,3.663,4967.9,25.97,11.451,70.61,74.5,26.4,49.7,이하영,합격
CELL-02334,2026-06-06 15:31,A라인,주간,3.683,4877.9,21.51,10.901,70.23,80.5,24.4,62.3,정우석,합격
CELL-02335,2026-06-06 16:45,B라인,주간,3.652,4732.3,26.76,10.728,69.64,77.9,23.6,47.8,박정민,불합격
CELL-02336,2026-06-06 18:31,C라인,야간,3.663,4889.8,20.58,10.876,69.74,68.6,25.2,37.9,박정민,합격
CELL-02337,2026-06-06 19:35,A라인,주간,3.615,4834.5,23.78,11.046,68.99,68.7,24.7,43.8,박정민,합격
CELL-02338,2026-06-06 19:53,B라인,주간,3.685,4814.1,22.79,11.071,71.28,71.2,26.0,,김수현,합격
CELL-02339,2026-06-06 20:55,A라인,주간,3.685,4873.3,19.61,10.975,70.27,80.0,25.6,37.7,이하영,합격
CELL-02340,2026-06-06 22:04,B라인,주간,3.689,4878.8,24.69,10.809,70.42,71.1,24.2,58.8,박정민,합격
CELL-02341,2026-06-06 22:12,C라인,주간,3.587,4875.6,25.58,11.29,69.36,78.5,22.5,50.7,이하영,합격
CELL-02342,2026-06-06 22:47,A라인,주간,3.671,4715.6,29.4,10.967,72.02,67.4,23.8,45.6,한서린,불합격
CELL-02343,2026-06-06 23:03,A라인,주간,3.654,5071.1,22.33,11.019,70.68,77.3,20.7,35.6,김수현,합격
CELL-02344,2026-06-06 23:09,B라인,주간,3.722,4935.0,21.64,10.999,70.53,77.2,22.9,55.7,이하영,합격
CELL-02345,2026-06-06 23:27,C라인,주간,3.657,4853.2,25.68,11.071,71.19,66.6,20.9,47.2,정우석,합격
CELL-02346,2026-06-07 01:42,C라인,야간,3.672,4941.3,23.22,10.893,71.28,80.2,21.2,41.8,박정민,합격
CELL-02347,2026-06-07 01:47,A라인,야간,3.626,4879.8,24.45,11.356,70.13,67.2,25.3,45.6,정우석,합격
CELL-02348,2026-06-07 02:05,B라인,주간,3.662,4765.4,21.43,11.173,70.82,65.5,23.8,41.9,정우석,합격
CELL-02349,2026-06-07 03:35,A라인,주간,3.755,5072.1,21.75,11.093,70.68,76.4,24.3,56.4,정우석,합격
CELL-02350,2026-06-07 04:11,A라인,야간,3.647,5053.6,25.44,11.207,70.1,76.4,22.5,38.4,박정민,합격
CELL-02351,2026-06-07 04:58,A라인,야간,3.765,4922.8,21.37,11.114,69.01,73.7,25.9,36.7,이하영,합격
CELL-02352,2026-06-07 05:29,A라인,주간,3.686,4873.0,21.67,10.736,69.96,75.8,23.7,43.7,박정민,합격
CELL-02353,2026-06-07 08:03,C라인,주간,3.658,5154.7,26.28,11.158,69.23,77.7,24.3,40.8,정우석,합격
CELL-02354,2026-06-07 08:57,A라인,주간,3.668,4835.0,21.27,11.176,68.88,79.0,25.2,45.9,이하영,합격
CELL-02355,2026-06-07 09:21,A라인,주간,3.663,4902.3,20.61,10.906,71.68,71.9,25.2,53.2,이하영,합격
CELL-02356,2026-06-07 09:30,A라인,야간,3.727,4953.5,23.16,11.124,70.9,69.6,23.8,38.4,정우석,합격
CELL-02357,2026-06-07 11:20,B라인,주간,3.626,4536.6,17.91,11.193,70.29,75.5,22.5,50.8,김수현,합격
CELL-02358,2026-06-07 11:33,C라인,야간,3.667,4808.9,27.56,10.604,70.94,,22.2,54.1,이하영,합격
CELL-02359,2026-06-07 12:50,C라인,야간,3.663,4987.6,23.15,10.967,70.79,68.8,26.6,51.0,이하영,합격
CELL-02360,2026-06-07 13:46,C라인,야간,3.719,5268.0,23.9,11.173,70.59,74.0,21.5,44.5,한서린,합격
CELL-02361,2026-06-07 14:33,A라인,주간,3.661,4968.7,22.52,10.736,70.95,75.7,27.0,51.6,박정민,합격
CELL-02362,2026-06-07 20:18,A라인,야간,3.702,4929.8,15.79,11.311,71.65,66.6,22.4,46.9,김수현,합격
CELL-02363,2026-06-07 22:11,C라인,야간,3.775,4639.4,21.34,10.978,72.74,63.6,26.4,51.3,정우석,합격
CELL-02364,2026-06-07 22:15,B라인,주간,3.676,4830.9,22.4,11.042,70.33,79.1,23.5,52.9,김수현,합격
CELL-02365,2026-06-08 00:47,A라인,야간,3.651,5096.4,20.92,11.055,69.12,71.1,23.7,55.6,정우석,합격
CELL-02366,2026-06-08 00:55,B라인,주간,3.674,5007.9,27.05,10.854,70.07,64.3,25.9,51.7,한서린,합격
CELL-02367,2026-06-08 03:39,B라인,야간,3.688,4935.9,22.36,10.847,70.16,70.5,23.0,48.4,한서린,합격
CELL-02368,2026-06-08 03:47,A라인,주간,3.68,4928.0,20.2,10.95,69.62,66.9,23.5,46.6,박정민,합격
CELL-02369,2026-06-08 04:01,C라인,주간,3.752,4861.4,20.43,10.767,70.15,65.9,24.1,35.3,이하영,합격
CELL-02370,2026-06-08 04:36,B라인,야간,3.624,4910.8,22.2,11.068,69.58,74.7,20.8,52.4,박정민,합격
CELL-02371,2026-06-08 04:59,B라인,야간,3.664,4803.0,24.43,11.055,70.29,76.5,23.6,38.2,박정민,합격
CELL-02372,2026-06-08 05:07,A라인,주간,3.749,5082.7,21.66,11.236,71.0,65.8,23.1,40.5,이하영,합격
CELL-02373,2026-06-08 05:07,C라인,야간,3.727,4928.9,23.14,10.947,70.94,70.6,19.7,34.8,이하영,합격
CELL-02374,2026-06-08 05:35,B라인,야간,3.685,4971.4,27.94,11.259,68.77,75.0,23.2,42.3,정우석,합격
CELL-02375,2026-06-08 06:25,A라인,야간,3.685,4828.0,20.55,11.264,69.54,69.0,25.7,45.7,이하영,합격
CELL-02376,2026-06-08 09:22,A라인,주간,3.638,4929.5,17.08,10.976,69.62,66.7,23.6,49.7,박정민,합격
CELL-02377,2026-06-08 10:09,B라인,주간,3.669,5041.3,18.94,11.067,68.14,82.4,25.1,44.5,박정민,합격
CELL-02378,2026-06-08 10:45,B라인,주간,3.654,4945.4,23.68,10.783,71.98,67.8,26.2,40.0,한서린,합격
CELL-02379,2026-06-08 10:47,C라인,야간,3.663,4893.4,22.99,10.886,71.63,68.7,21.6,40.7,한서린,합격
CELL-02380,2026-06-08 11:56,A라인,야간,3.723,4938.6,24.47,11.222,69.23,73.1,25.8,42.3,박정민,합격
CELL-02381,2026-06-08 12:06,A라인,야간,3.663,4720.1,26.37,11.231,71.84,68.0,22.4,46.7,김수현,합격
CELL-02382,2026-06-08 12:37,B라인,야간,3.695,4944.5,19.7,10.89,70.77,,23.2,,정우석,합격
CELL-02383,2026-06-08 12:57,A라인,주간,3.69,5129.1,19.16,11.247,70.7,70.3,25.0,59.6,한서린,합격
CELL-02384,2026-06-08 13:32,C라인,주간,3.688,5079.4,27.34,11.325,70.74,78.0,23.4,37.4,이하영,합격
CELL-02385,2026-06-08 14:31,A라인,야간,3.731,5030.3,19.19,10.932,70.42,65.0,21.9,34.7,정우석,합격
CELL-02386,2026-06-08 15:23,B라인,주간,3.67,4870.8,17.45,11.028,70.56,72.1,,43.7,김수현,합격
CELL-02387,2026-06-08 19:41,A라인,주간,3.684,4981.1,18.31,10.829,70.35,74.5,26.1,41.0,박정민,합격
CELL-02388,2026-06-08 21:16,A라인,야간,3.668,5095.0,23.18,10.788,70.0,80.5,20.3,48.4,정우석,합격
CELL-02389,2026-06-08 22:56,B라인,야간,3.713,5014.1,27.43,10.845,69.05,80.0,22.4,47.8,김수현,합격
CELL-02390,2026-06-08 23:20,C라인,주간,3.639,4660.8,27.15,11.206,71.67,74.4,21.5,49.7,정우석,불합격
CELL-02391,2026-06-08 23:52,A라인,주간,3.737,4849.0,22.2,11.099,70.61,61.4,25.5,50.9,김수현,합격
CELL-02392,2026-06-09 01:53,C라인,주간,3.689,4907.6,22.59,10.997,70.76,76.5,25.3,58.5,김수현,합격
CELL-02393,2026-06-09 03:17,B라인,주간,3.657,5140.2,22.29,11.124,68.8,82.7,21.0,40.7,이하영,합격
CELL-02394,2026-06-09 03:19,A라인,주간,3.647,4852.8,25.26,11.229,69.56,60.4,25.8,56.0,김수현,합격
CELL-02395,2026-06-09 03:44,A라인,야간,3.73,4677.8,27.49,10.885,68.89,70.8,22.7,50.0,이하영,불합격
CELL-02396,2026-06-09 05:53,C라인,주간,3.625,4891.8,27.06,11.015,67.72,73.3,20.1,47.8,김수현,합격
CELL-02397,2026-06-09 06:04,C라인,주간,3.686,4943.0,20.89,11.226,68.63,71.8,24.4,38.1,이하영,합격
CELL-02398,2026-06-09 06:24,B라인,주간,3.659,4896.3,25.4,10.71,69.59,68.3,24.6,44.1,이하영,합격
CELL-02399,2026-06-09 08:38,B라인,주간,3.675,5060.8,22.91,10.959,69.06,85.2,27.8,46.2,김수현,합격
CELL-02400,2026-06-09 08:39,C라인,주간,3.646,4957.9,24.34,11.096,71.15,53.9,25.9,43.4,이하영,합격
CELL-02401,2026-06-09 08:57,C라인,야간,3.659,5077.5,25.09,10.768,70.79,79.5,22.0,29.5,이하영,합격
CELL-02402,2026-06-09 09:49,B라인,야간,3.644,4776.4,24.86,10.904,70.24,75.0,20.6,52.7,이하영,합격
CELL-02403,2026-06-09 10:47,B라인,주간,3.669,5126.4,24.5,11.257,69.74,75.5,21.9,37.8,한서린,합격
CELL-02404,2026-06-09 11:01,A라인,주간,3.738,4878.7,22.12,11.059,69.84,70.0,26.2,48.5,박정민,합격
CELL-02405,2026-06-09 14:06,C라인,주간,3.694,4798.3,28.68,11.006,71.58,68.1,,46.7,김수현,합격
CELL-02406,2026-06-09 15:14,B라인,주간,3.659,5062.6,16.34,10.947,70.58,73.2,23.8,44.0,이하영,합격
CELL-02407,2026-06-09 16:02,B라인,주간,3.643,4873.7,18.7,10.965,70.37,70.6,21.5,55.8,박정민,합격
CELL-02408,2026-06-09 16:36,B라인,주간,3.733,4938.5,25.05,10.823,70.47,76.2,24.3,32.0,한서린,합격
CELL-02409,2026-06-09 17:01,A라인,야간,3.726,4866.1,17.68,10.872,71.36,87.3,22.3,60.3,이하영,합격
CELL-02410,2026-06-09 19:06,A라인,야간,3.71,4686.0,18.55,11.334,72.53,70.0,19.4,46.6,박정민,합격
CELL-02411,2026-06-09 21:50,B라인,야간,3.688,4883.3,20.71,10.75,71.13,75.1,23.2,44.3,이하영,합격
CELL-02412,2026-06-09 21:59,C라인,주간,3.675,5010.8,26.39,10.939,72.44,68.6,24.5,25.5,박정민,합격
CELL-02413,2026-06-10 01:19,A라인,야간,3.657,4851.1,17.45,11.007,69.25,67.6,23.4,44.2,박정민,합격
CELL-02414,2026-06-10 03:18,A라인,주간,3.746,4882.5,19.18,11.207,71.05,80.6,27.0,,한서린,합격
CELL-02415,2026-06-10 04:19,B라인,주간,3.691,5087.1,20.15,11.18,69.03,64.8,27.4,48.9,한서린,합격
CELL-02416,2026-06-10 04:40,C라인,주간,3.71,4987.3,22.99,11.099,68.27,69.9,22.8,43.0,한서린,합격
CELL-02417,2026-06-10 05:23,A라인,야간,3.688,4921.3,20.41,11.011,69.96,67.7,23.9,28.5,정우석,합격
CELL-02418,2026-06-10 06:23,B라인,야간,3.671,4966.2,19.0,10.919,72.41,66.0,23.0,59.7,박정민,합격
CELL-02419,2026-06-10 07:18,B라인,야간,3.651,4799.7,22.81,10.978,71.24,64.4,23.9,48.3,김수현,합격
CELL-02420,2026-06-10 09:19,B라인,주간,3.699,4951.7,20.83,10.964,70.79,79.1,23.6,44.6,박정민,합격
CELL-02421,2026-06-10 09:41,B라인,주간,3.688,4844.0,19.81,11.155,69.33,70.8,23.9,44.7,박정민,합격
CELL-02422,2026-06-10 09:47,B라인,야간,3.692,4752.3,17.92,10.827,69.01,80.8,20.3,57.5,정우석,합격
CELL-02423,2026-06-10 10:11,C라인,주간,3.67,4832.5,25.69,10.652,68.65,77.5,23.6,50.8,한서린,합격
CELL-02424,2026-06-10 11:33,A라인,주간,3.656,5157.6,24.39,11.05,69.71,73.3,24.4,48.8,이하영,합격
CELL-02425,2026-06-10 11:34,B라인,야간,3.622,4987.3,26.04,11.033,69.62,65.5,22.6,56.8,김수현,합격
CELL-02426,2026-06-10 12:48,A라인,주간,3.706,4929.2,26.08,10.866,71.27,66.4,24.6,44.0,박정민,합격
CELL-02427,2026-06-10 13:47,A라인,야간,3.712,4934.4,16.31,10.784,69.94,80.0,22.5,33.4,한서린,합격
CELL-02428,2026-06-10 13:54,A라인,야간,3.636,4959.3,21.61,10.832,70.41,66.9,18.0,39.5,한서린,합격
CELL-02429,2026-06-10 17:37,A라인,주간,3.71,4827.2,19.85,11.082,70.32,72.7,23.2,54.3,정우석,합격
CELL-02430,2026-06-10 21:31,A라인,주간,3.724,4732.6,17.16,11.139,70.43,78.3,23.8,40.9,이하영,합격
CELL-02431,2026-06-11 00:07,A라인,주간,3.699,4867.1,17.64,11.175,71.76,75.7,23.1,53.9,박정민,합격
CELL-02432,2026-06-11 00:43,A라인,주간,3.662,4920.0,21.24,10.999,70.23,72.7,22.1,51.1,박정민,합격
CELL-02433,2026-06-11 01:10,A라인,주간,3.656,4966.0,18.66,11.157,71.18,70.7,23.9,35.9,정우석,합격
CELL-02434,2026-06-11 01:52,C라인,주간,3.659,4920.5,21.4,11.116,71.31,69.7,24.3,58.3,박정민,합격
CELL-02435,2026-06-11 04:50,A라인,주간,3.681,4956.6,24.43,10.901,71.09,78.2,24.9,38.4,한서린,합격
CELL-02436,2026-06-11 05:10,B라인,주간,3.641,4595.0,23.17,10.83,69.36,71.7,20.7,35.7,한서린,합격
CELL-02437,2026-06-11 08:07,C라인,주간,3.69,4985.9,32.98,11.164,70.05,61.4,26.4,35.6,박정민,합격
CELL-02438,2026-06-11 13:05,A라인,주간,3.668,4953.7,22.78,11.096,70.13,62.2,25.0,37.7,한서린,합격
CELL-02439,2026-06-11 16:11,A라인,주간,3.709,5139.1,20.86,11.035,69.07,74.4,29.1,39.2,이하영,합격
CELL-02440,2026-06-11 17:04,A라인,야간,3.587,5190.6,16.19,11.289,68.73,66.7,21.5,24.5,정우석,합격
CELL-02441,2026-06-11 17:41,B라인,야간,3.664,4794.6,13.01,11.027,70.74,80.1,,52.1,김수현,합격
CELL-02442,2026-06-11 18:46,C라인,주간,3.767,4964.0,23.24,11.096,69.95,65.8,24.6,,정우석,합격
CELL-02443,2026-06-11 20:06,B라인,야간,3.688,5019.5,22.13,11.196,69.39,56.4,22.5,49.2,박정민,합격
CELL-02444,2026-06-11 20:09,A라인,야간,3.715,4944.8,25.78,11.016,69.16,65.1,20.6,42.3,김수현,합격
CELL-02445,2026-06-11 20:12,B라인,야간,3.663,5055.5,17.81,10.974,68.98,80.2,23.4,38.0,이하영,합격
CELL-02446,2026-06-11 22:05,A라인,주간,3.702,5028.3,17.14,10.873,67.73,70.2,21.1,39.5,정우석,합격
CELL-02447,2026-06-11 22:07,C라인,야간,3.655,4967.1,26.34,11.02,70.6,67.0,21.2,52.8,이하영,합격
CELL-02448,2026-06-11 22:14,B라인,주간,3.715,4811.2,18.32,10.62,71.31,65.6,20.3,49.1,정우석,합격
CELL-02449,2026-06-11 22:49,B라인,주간,3.643,4947.5,24.9,10.886,69.5,73.6,,39.2,박정민,합격
CELL-02450,2026-06-12 01:11,B라인,주간,3.647,4685.5,23.22,11.056,70.33,74.4,26.8,50.9,이하영,합격
CELL-02451,2026-06-12 02:11,C라인,주간,3.747,5110.0,21.52,11.039,71.32,75.9,26.9,43.2,김수현,합격
CELL-02452,2026-06-12 03:02,B라인,주간,3.676,4948.3,16.51,11.069,69.87,76.1,27.4,31.6,정우석,합격
CELL-02453,2026-06-12 03:23,C라인,야간,3.641,5103.8,21.66,10.97,71.62,82.9,22.5,40.9,박정민,합격
CELL-02454,2026-06-12 03:36,A라인,야간,3.66,5038.4,25.76,11.448,71.28,79.7,28.0,52.2,한서린,합격
CELL-02455,2026-06-12 04:35,B라인,주간,3.702,4806.0,18.01,11.021,69.8,68.3,24.9,33.0,정우석,합격
CELL-02456,2026-06-12 05:02,A라인,야간,3.79,4939.4,24.66,10.997,69.59,,18.8,49.2,정우석,합격
CELL-02457,2026-06-12 05:11,B라인,주간,3.698,4892.0,19.18,10.653,70.51,66.5,28.4,52.1,이하영,합격
CELL-02458,2026-06-12 06:10,A라인,주간,3.659,4701.8,18.65,11.135,69.57,74.7,27.0,57.2,이하영,합격
CELL-02459,2026-06-12 06:55,B라인,야간,3.661,4762.2,25.78,11.044,71.21,79.1,24.9,49.9,한서린,합격
CELL-02460,2026-06-12 07:07,A라인,주간,3.652,4939.0,31.83,10.995,70.05,65.0,24.6,47.7,박정민,합격
CELL-02461,2026-06-12 09:03,C라인,주간,3.665,4858.7,20.01,10.942,70.69,63.1,20.8,54.6,정우석,합격
CELL-02462,2026-06-12 09:20,C라인,주간,3.646,5158.7,19.6,10.998,69.28,70.8,25.2,31.4,이하영,합격
CELL-02463,2026-06-12 10:02,C라인,주간,3.654,4653.5,30.62,10.647,69.44,65.9,26.0,41.5,박정민,불합격
CELL-02464,2026-06-12 11:43,C라인,주간,3.694,4846.7,21.23,11.384,69.59,68.2,21.0,49.6,김수현,합격
CELL-02465,2026-06-12 12:02,B라인,주간,3.679,4806.0,18.22,10.737,69.4,79.0,23.9,56.1,김수현,합격
CELL-02466,2026-06-12 12:22,B라인,야간,3.642,4955.1,20.04,10.626,71.35,69.6,25.8,36.7,박정민,합격
CELL-02467,2026-06-12 12:37,A라인,야간,3.735,4819.0,25.17,10.954,70.88,73.3,25.0,42.9,박정민,합격
CELL-02468,2026-06-12 13:24,A라인,주간,3.7,4966.9,19.55,10.835,69.32,80.4,24.0,39.7,김수현,합격
CELL-02469,2026-06-12 13:53,A라인,주간,3.707,4923.9,31.17,11.106,71.41,68.9,22.5,37.6,한서린,합격
CELL-02470,2026-06-12 14:27,A라인,야간,3.675,4730.9,19.66,11.095,69.71,80.8,22.4,38.6,정우석,합격
CELL-02471,2026-06-12 16:58,A라인,주간,3.674,4781.4,21.38,11.019,69.16,68.0,23.4,42.2,이하영,합격
CELL-02472,2026-06-12 18:08,B라인,주간,3.705,4983.8,23.4,11.029,69.98,62.3,24.0,37.4,이하영,합격
CELL-02473,2026-06-12 18:10,B라인,야간,3.658,4786.4,21.35,11.201,69.65,62.0,23.9,35.3,정우석,합격
CELL-02474,2026-06-12 18:17,A라인,주간,3.669,4786.7,17.91,10.696,70.92,61.4,26.3,47.3,김수현,합격
CELL-02475,2026-06-12 18:53,C라인,주간,3.7,4812.8,23.68,10.946,69.47,66.2,22.0,46.7,정우석,불합격
CELL-02476,2026-06-12 21:23,B라인,주간,3.669,4926.7,23.6,11.04,69.81,73.3,23.8,36.9,이하영,합격
CELL-02477,2026-06-13 01:34,B라인,야간,3.704,4947.1,26.37,11.04,69.83,78.9,24.5,31.9,한서린,합격
CELL-02478,2026-06-13 02:34,A라인,주간,3.677,5152.1,22.8,11.158,69.95,73.3,25.6,48.0,박정민,합격
CELL-02479,2026-06-13 02:43,B라인,야간,3.684,4640.9,19.26,10.942,70.84,60.7,24.3,40.8,정우석,합격
CELL-02480,2026-06-13 03:43,A라인,야간,3.72,4900.0,21.63,10.925,69.89,62.6,23.7,42.2,박정민,합격
CELL-02481,2026-06-13 04:02,C라인,주간,3.698,4914.2,25.71,11.159,70.52,65.1,24.9,48.2,이하영,합격
CELL-02482,2026-06-13 04:44,B라인,야간,3.692,4962.5,22.0,11.102,70.11,55.5,21.5,32.2,김수현,합격
CELL-02483,2026-06-13 05:44,C라인,주간,3.679,4961.2,24.03,10.775,69.52,79.0,23.5,51.3,이하영,합격
CELL-02484,2026-06-13 06:17,A라인,주간,3.65,5016.7,11.77,10.986,70.73,79.9,26.0,46.1,정우석,합격
CELL-02485,2026-06-13 06:49,B라인,주간,3.626,4848.2,24.21,10.925,72.1,62.1,22.3,47.6,박정민,합격
CELL-02486,2026-06-13 07:05,A라인,주간,3.647,4855.4,14.91,10.858,69.95,71.3,29.4,46.1,김수현,합격
CELL-02487,2026-06-13 09:54,A라인,야간,3.723,4904.3,18.44,11.265,68.94,74.6,21.2,33.8,한서린,합격
CELL-02488,2026-06-13 09:57,B라인,주간,3.672,4768.8,22.46,11.296,70.02,60.3,21.4,55.8,김수현,합격
CELL-02489,2026-06-13 10:22,B라인,야간,3.723,4606.1,21.82,11.006,69.8,71.6,22.9,46.4,박정민,합격
CELL-02490,2026-06-13 10:27,B라인,야간,3.693,4751.7,22.06,11.339,69.93,80.0,22.1,,이하영,합격
CELL-02491,2026-06-13 11:02,B라인,야간,3.602,4612.8,19.8,11.017,71.08,74.9,23.7,36.9,김수현,합격
CELL-02492,2026-06-13 11:06,B라인,야간,3.671,4925.2,17.8,10.664,70.96,79.6,21.0,,한서린,합격
CELL-02493,2026-06-13 13:37,C라인,주간,3.699,4957.7,21.78,11.176,69.28,66.7,23.4,44.4,이하영,합격
CELL-02494,2026-06-13 15:49,B라인,야간,3.691,4863.3,20.9,10.753,68.92,71.7,22.5,49.4,한서린,합격
CELL-02495,2026-06-13 16:16,A라인,야간,3.664,4969.2,23.53,10.98,69.48,,22.6,41.3,이하영,합격
CELL-02496,2026-06-13 16:38,B라인,주간,3.677,5212.7,24.48,11.189,70.48,86.0,23.9,56.2,김수현,합격
CELL-02497,2026-06-13 17:40,C라인,주간,3.651,4725.8,22.24,11.013,69.07,84.5,25.0,27.0,김수현,합격
CELL-02498,2026-06-13 19:18,A라인,야간,3.628,5264.2,25.41,11.17,68.97,70.8,20.6,63.4,한서린,합격
CELL-02499,2026-06-13 19:39,C라인,야간,3.823,4750.0,20.2,11.037,70.3,66.9,23.2,36.1,이하영,합격
CELL-02500,2026-06-13 20:17,A라인,주간,3.614,4698.5,24.49,10.976,69.39,82.4,24.2,36.4,이하영,합격
CELL-02501,2026-06-13 22:48,C라인,주간,3.644,4924.6,28.88,11.224,69.72,70.4,24.9,53.7,이하영,불합격
CELL-02502,2026-06-14 00:30,A라인,야간,3.641,4817.3,29.88,10.82,69.85,69.5,21.8,44.1,한서린,합격
CELL-02503,2026-06-14 02:07,C라인,야간,3.691,4859.9,25.62,11.04,70.68,,21.2,39.1,한서린,합격
CELL-02504,2026-06-14 02:25,C라인,주간,3.709,4997.2,17.12,11.086,69.58,82.5,23.6,48.8,한서린,합격
CELL-02505,2026-06-14 02:38,A라인,주간,3.685,4883.3,22.4,10.873,69.89,64.2,20.4,44.6,정우석,합격
CELL-02506,2026-06-14 03:02,C라인,주간,3.589,4826.1,27.15,11.047,69.56,73.6,25.4,37.6,정우석,합격
CELL-02507,2026-06-14 05:32,C라인,야간,3.711,4932.3,25.02,10.684,70.43,70.9,24.5,42.4,한서린,합격
CELL-02508,2026-06-14 06:01,A라인,주간,3.644,5031.5,20.88,10.778,70.9,72.4,22.3,54.0,정우석,합격
CELL-02509,2026-06-14 06:04,A라인,주간,3.746,4792.2,18.9,11.099,70.54,68.4,21.8,53.7,박정민,합격
CELL-02510,2026-06-14 06:08,A라인,주간,3.731,4729.0,25.39,10.82,68.12,77.8,25.6,45.5,김수현,합격
CELL-02511,2026-06-14 07:00,B라인,야간,3.75,4678.9,14.88,11.277,70.79,82.2,22.3,35.6,김수현,합격
CELL-02512,2026-06-14 08:51,A라인,주간,3.717,4992.7,13.8,10.863,71.01,76.5,25.2,48.5,박정민,합격
CELL-02513,2026-06-14 09:28,B라인,주간,3.666,4739.8,21.59,11.071,71.03,68.9,22.7,50.0,한서린,합격
CELL-02514,2026-06-14 11:35,B라인,주간,3.709,5080.6,16.79,11.034,71.36,70.1,24.6,,한서린,합격
CELL-02515,2026-06-14 13:04,A라인,주간,3.702,4941.7,26.38,11.141,71.6,77.8,26.7,39.1,한서린,합격
CELL-02516,2026-06-14 15:15,B라인,야간,3.669,5010.6,20.7,10.796,70.41,64.0,23.8,44.1,김수현,합격
CELL-02517,2026-06-14 15:18,B라인,주간,3.628,4672.1,23.31,10.546,71.17,69.2,20.9,68.2,김수현,불합격
CELL-02518,2026-06-14 15:22,C라인,주간,3.692,4761.9,25.6,10.951,68.8,63.9,27.0,56.7,김수현,합격
CELL-02519,2026-06-14 15:24,A라인,주간,3.645,5063.0,17.81,10.923,70.12,70.8,24.4,43.1,김수현,합격
CELL-02520,2026-06-14 16:48,B라인,주간,3.684,4824.6,17.15,10.982,69.05,77.0,19.7,35.8,김수현,합격
CELL-02521,2026-06-14 17:04,B라인,야간,3.706,5101.8,22.56,10.855,70.97,63.9,24.1,40.5,박정민,합격
CELL-02522,2026-06-14 19:10,C라인,주간,3.658,4900.4,20.67,11.383,69.99,74.6,21.6,51.4,박정민,합격
CELL-02523,2026-06-14 19:22,B라인,야간,3.642,4720.8,19.16,10.961,70.07,57.2,27.1,46.1,김수현,합격
CELL-02524,2026-06-14 20:27,A라인,주간,3.689,4847.6,20.66,10.974,69.64,71.3,25.1,35.8,정우석,합격
CELL-02525,2026-06-14 22:10,A라인,주간,3.696,4994.9,16.04,10.73,70.11,79.2,22.5,44.0,정우석,합격
CELL-02526,2026-06-14 23:59,B라인,주간,3.737,4965.7,25.58,11.055,70.09,66.8,25.3,41.8,박정민,합격
CELL-02527,2026-06-15 00:05,B라인,야간,3.675,5018.6,22.31,10.992,71.08,79.9,19.4,57.1,정우석,합격
CELL-02528,2026-06-15 00:09,B라인,주간,3.722,5141.3,16.35,11.384,70.72,62.1,23.7,45.4,김수현,합격
CELL-02529,2026-06-15 00:10,B라인,야간,3.685,4943.5,19.28,10.833,69.25,70.6,20.2,45.0,정우석,합격
CELL-02530,2026-06-15 00:29,A라인,주간,3.649,4828.6,22.02,10.957,68.76,63.9,25.1,48.3,이하영,합격
CELL-02531,2026-06-15 00:37,A라인,주간,3.715,4763.4,18.49,10.905,70.47,64.8,21.4,37.0,한서린,합격
CELL-02532,2026-06-15 01:10,A라인,주간,3.695,4580.1,23.38,11.027,69.42,75.3,21.3,51.9,김수현,합격
CELL-02533,2026-06-15 02:28,B라인,주간,3.688,4904.0,20.43,10.935,70.77,71.4,24.4,45.4,박정민,합격
CELL-02534,2026-06-15 05:27,B라인,야간,3.689,4798.4,21.92,10.964,70.74,78.5,22.5,34.8,이하영,합격
CELL-02535,2026-06-15 08:22,C라인,야간,3.701,5047.2,18.32,10.925,69.87,,20.9,47.3,이하영,합격
CELL-02536,2026-06-15 08:56,A라인,주간,3.604,4804.1,20.16,10.785,70.43,61.4,28.1,,정우석,합격
CELL-02537,2026-06-15 09:06,C라인,주간,3.704,4979.5,24.34,10.853,71.91,60.8,23.1,47.3,한서린,합격
CELL-02538,2026-06-15 09:55,B라인,주간,3.658,4883.4,13.8,10.945,71.26,58.9,25.4,46.4,한서린,합격
CELL-02539,2026-06-15 11:05,A라인,주간,3.615,4981.4,21.71,11.278,72.69,71.1,22.8,,박정민,합격
CELL-02540,2026-06-15 11:53,A라인,야간,3.657,4996.6,23.51,10.821,70.54,59.9,24.9,60.6,한서린,합격
CELL-02541,2026-06-15 12:49,A라인,주간,3.697,5053.6,24.21,10.973,70.97,75.5,21.8,39.5,이하영,합격
